0,0.000000
1,0.000000
2,0.000000
3,0.031641
4,0.071191
5,0.071191
6,0.071191
7,0.071191
8,0.071191
9,0.071191
10,0.071191
11,0.071191
12,0.071191
13,0.071191
14,0.071191
15,0.071191
16,0.071191
17,0.071191
18,0.071191
19,0.071191
20,0.071191
21,0.071191
22,0.071191
23,0.071191
24,0.071191
25,0.071191
26,0.071191
27,0.071191
28,0.071191
29,0.071191
30,0.071191
31,0.071191
32,0.071191
33,0.071191
34,0.026367
35,0.000000
36,0.000000
37,0.000000
38,0.000000
39,0.000000
40,0.000000
41,0.000000
42,0.000000
43,0.000000
44,0.000000
45,0.000000
46,0.000000
47,0.000000
48,0.000000
49,0.000000
50,0.000000
51,0.000000
52,0.000000
53,0.000000
54,0.000000
55,0.000000
56,0.000000
57,0.000000
58,0.000000
59,0.000000
60,0.000000
61,0.000000
62,0.000000
63,0.000000
64,0.000000
65,0.000000
66,0.000000
67,0.031641
68,0.071191
69,0.071191
70,0.071191
71,0.071191
72,0.071191
73,0.071191
74,0.071191
75,0.071191
76,0.071191
77,0.071191
78,0.071191
79,0.071191
80,0.071191
81,0.071191
82,0.071191
83,0.071191
84,0.071191
85,0.071191
86,0.071191
87,0.071191
88,0.071191
89,0.071191
90,0.071191
91,0.071191
92,0.071191
93,0.071191
94,0.071191
95,0.071191
96,0.071191
97,0.071191
98,0.026367
99,0.000000
100,0.000000
101,0.000000
102,0.000000
103,0.000000
104,0.000000
105,0.000000
106,0.000000
107,0.000000
108,0.000000
109,0.000000
110,0.000000
111,0.000000
112,0.000000
113,0.000000
114,0.000000
115,0.000000
116,0.000000
117,0.000000
118,0.000000
119,0.000000
120,0.000000
121,0.000000
122,0.000000
123,0.000000
124,0.000000
125,0.000000
126,0.000000
127,0.000000
128,0.000000
129,0.000000
130,0.000000
131,0.031641
132,0.071191
133,0.071191
134,0.071191
135,0.071191
136,0.071191
137,0.071191
138,0.071191
139,0.071191
140,0.071191
141,0.071191
142,0.071191
143,0.071191
144,0.071191
145,0.071191
146,0.071191
147,0.071191
148,0.071191
149,0.071191
150,0.071191
151,0.071191
152,0.071191
153,0.071191
154,0.071191
155,0.071191
156,0.071191
157,0.071191
158,0.071191
159,0.071191
160,0.071191
161,0.071191
162,0.026367
163,0.000000
164,0.000000
165,0.000000
166,0.000000
167,0.000000
168,0.000000
169,0.000000
170,0.000000
171,0.000000
172,0.000000
173,0.000000
174,0.000000
175,0.000000
176,0.000000
177,0.000000
178,0.000000
179,0.000000
180,0.000000
181,0.000000
182,0.000000
183,0.000000
184,0.000000
185,0.000000
186,0.000000
187,0.000000
188,0.000000
189,0.000000
190,0.000000
191,0.000000
192,0.000000
193,0.000000
194,0.000000
195,0.031641
196,0.071191
197,0.071191
198,0.071191
199,0.071191
200,0.071191
201,0.071191
202,0.071191
203,0.071191
204,0.071191
205,0.071191
206,0.071191
207,0.071191
208,0.071191
209,0.071191
210,0.071191
211,0.071191
212,0.071191
213,0.071191
214,0.071191
215,0.071191
